datetime;daynum;dollar;delta
01.01.2009;1;29,3916;0
12.01.2009;12;30,5331;1,1415
13.01.2009;13;30,9981;0,465
14.01.2009;14;31,2226;0,2245
15.01.2009;15;31,5616;0,339
16.01.2009;16;32,2135;0,6519
17.01.2009;17;32,5747;0,3612
20.01.2009;20;32,9085;0,3338
21.01.2009;21;33,4154;0,5069
22.01.2009;22;32,643;-0,7724
23.01.2009;23;32,7991;0,1561
24.01.2009;24;32,8926;0,0935
27.01.2009;27;32,9018;0,0092
28.01.2009;28;32,9979;0,0961
29.01.2009;29;33,2155;0,2176
30.01.2009;30;34,6847;1,4692
31.01.2009;31;35,4146;0,7299
03.02.2009;34;36,1767;0,7621
04.02.2009;35;36,129;-0,0477
05.02.2009;36;36,0135;-0,1155
06.02.2009;37;36,3095;0,296
07.02.2009;38;36,3798;0,0703
10.02.2009;41;36,1258;-0,254
11.02.2009;42;35,9285;-0,1973
12.02.2009;43;35,8323;-0,0962
13.02.2009;44;34,8003;-1,032
14.02.2009;45;34,5578;-0,2425
17.02.2009;48;34,7797;0,2219
18.02.2009;49;35,6345;0,8548
19.02.2009;50;36,4267;0,7922
20.02.2009;51;36,091;-0,3357
21.02.2009;52;36,076;-0,015
25.02.2009;56;36,0254;-0,0506
26.02.2009;57;35,7442;-0,2812
27.02.2009;58;35,7223;-0,0219
28.02.2009;59;35,7205;-0,0018
03.03.2009;62;36,1644;0,4439
04.03.2009;63;36,2054;0,041
05.03.2009;64;36,2284;0,023
06.03.2009;65;35,8899;-0,3385
07.03.2009;66;35,7374;-0,1525
11.03.2009;70;35,4534;-0,284
12.03.2009;71;35,1164;-0,337
13.03.2009;72;35,2944;0,178
14.03.2009;73;34,8316;-0,4628
17.03.2009;76;34,8388;0,0072
18.03.2009;77;34,5318;-0,307
19.03.2009;78;34,4203;-0,1115
20.03.2009;79;33,8222;-0,5981
21.03.2009;80;33,423;-0,3992
24.03.2009;83;33,3034;-0,1196
25.03.2009;84;33,2726;-0,0308
26.03.2009;85;33,7268;0,4542
27.03.2009;86;33,4668;-0,26
28.03.2009;87;33,4133;-0,0535
31.03.2009;90;34,0134;0,6001
01.04.2009;91;33,9032;-0,1102
02.04.2009;92;33,9456;0,0424
03.04.2009;93;33,7636;-0,182
04.04.2009;94;33,4095;-0,3541
07.04.2009;97;33,1743;-0,2352
08.04.2009;98;33,384;0,2097
09.04.2009;99;33,7781;0,3941
10.04.2009;100;33,5334;-0,2447
11.04.2009;101;33,6309;0,0975
14.04.2009;104;33,4863;-0,1446
15.04.2009;105;33,3887;-0,0976
16.04.2009;106;33,4507;0,062
17.04.2009;107;33,4184;-0,0323
18.04.2009;108;33,4677;0,0493
21.04.2009;111;33,5371;0,0694
22.04.2009;112;34,1043;0,5672
23.04.2009;113;34,0597;-0,0446
24.04.2009;114;33,7848;-0,2749
25.04.2009;115;33,4187;-0,3661
28.04.2009;118;33,3904;-0,0283
29.04.2009;119;33,5533;0,1629
30.04.2009;120;33,2491;-0,3042
01.05.2009;121;32,974;-0,2751
05.05.2009;125;32,9672;-0,0068
06.05.2009;126;32,8146;-0,1526
07.05.2009;127;32,8883;0,0737
08.05.2009;128;32,7915;-0,0968
09.05.2009;129;32,5534;-0,2381
13.05.2009;133;32,2817;-0,2717
14.05.2009;134;31,9841;-0,2976
15.05.2009;135;32,1677;0,1836
16.05.2009;136;32,0797;-0,088
19.05.2009;139;32,2919;0,2122
20.05.2009;140;31,9498;-0,3421
21.05.2009;141;31,8009;-0,1489
22.05.2009;142;31,4586;-0,3423
23.05.2009;143;31,1998;-0,2588
26.05.2009;146;31,0516;-0,1482
27.05.2009;147;31,1465;0,0949
28.05.2009;148;31,1846;0,0381
29.05.2009;149;31,3259;0,1413
30.05.2009;150;30,9843;-0,3416
02.06.2009;153;30,7441;-0,2402
03.06.2009;154;30,7321;-0,012
04.06.2009;155;30,5131;-0,219
05.06.2009;156;30,8767;0,3636
06.06.2009;157;30,6919;-0,1848
09.06.2009;160;31,0751;0,3832
10.06.2009;161;31,2637;0,1886
11.06.2009;162;30,9277;-0,336
12.06.2009;163;30,9124;-0,0153
16.06.2009;167;31,1548;0,2424
17.06.2009;168;31,3185;0,1637
18.06.2009;169;31,1297;-0,1888
19.06.2009;170;31,0998;-0,0299
20.06.2009;171;31,1541;0,0543
23.06.2009;174;31,2408;0,0867
24.06.2009;175;31,5765;0,3357
25.06.2009;176;31,1365;-0,44
26.06.2009;177;31,2037;0,0672
27.06.2009;178;31,1184;-0,0853
30.06.2009;181;31,2904;0,172
01.07.2009;182;31,0385;-0,2519
02.07.2009;183;31,1904;0,1519
03.07.2009;184;31,1252;-0,0652
04.07.2009;185;31,2481;0,1229
07.07.2009;188;31,4143;0,1662
08.07.2009;189;31,4695;0,0552
09.07.2009;190;31,7819;0,3124
10.07.2009;191;31,8878;0,1059
11.07.2009;192;32,0353;0,1475
14.07.2009;195;33,0597;1,0244
15.07.2009;196;32,5072;-0,5525
16.07.2009;197;32,047;-0,4602
17.07.2009;198;31,6943;-0,3527
18.07.2009;199;31,7837;0,0894
21.07.2009;202;31,3733;-0,4104
22.07.2009;203;31,1791;-0,1942
23.07.2009;204;31,0785;-0,1006
24.07.2009;205;31,076;-0,0025
25.07.2009;206;31,1372;0,0612
28.07.2009;209;30,7457;-0,3915
29.07.2009;210;30,6431;-0,1026
30.07.2009;211;31,4162;0,7731
31.07.2009;212;31,7555;0,3393
01.08.2009;213;31,1533;-0,6022
04.08.2009;216;31,2424;0,0891
05.08.2009;217;31,0484;-0,194
06.08.2009;218;31,1326;0,0842
07.08.2009;219;31,1814;0,0488
08.08.2009;220;31,5473;0,3659
11.08.2009;223;31,6503;0,103
12.08.2009;224;31,7477;0,0974
13.08.2009;225;32,6926;0,9449
14.08.2009;226;32,1457;-0,5469
15.08.2009;227;31,7226;-0,4231
18.08.2009;230;32,2874;0,5648
19.08.2009;231;31,9187;-0,3687
20.08.2009;232;31,9191;0,0004
21.08.2009;233;31,6011;-0,318
22.08.2009;234;31,9443;0,3432
25.08.2009;237;31,5544;-0,3899
26.08.2009;238;31,5437;-0,0107
27.08.2009;239;31,4007;-0,143
28.08.2009;240;31,6405;0,2398
29.08.2009;241;31,5687;-0,0718
01.09.2009;244;31,8397;0,271
02.09.2009;245;31,7743;-0,0654
03.09.2009;246;31,973;0,1987
04.09.2009;247;31,7679;-0,2051
05.09.2009;248;31,6062;-0,1617
08.09.2009;251;31,4298;-0,1764
09.09.2009;252;31,3754;-0,0544
10.09.2009;253;31,1452;-0,2302
11.09.2009;254;30,8851;-0,2601
12.09.2009;255;30,7246;-0,1605
15.09.2009;258;30,8617;0,1371
16.09.2009;259;30,9895;0,1278
17.09.2009;260;30,6067;-0,3828
18.09.2009;261;30,3881;-0,2186
19.09.2009;262;30,3744;-0,0137
22.09.2009;265;30,3711;-0,0033
23.09.2009;266;30,2385;-0,1326
24.09.2009;267;30,0004;-0,2381
25.09.2009;268;30,0678;0,0674
26.09.2009;269;30,137;0,0692
29.09.2009;272;30,1985;0,0615
30.09.2009;273;30,0922;-0,1063
01.10.2009;274;30,0087;-0,0835
02.10.2009;275;30,0621;0,0534
03.10.2009;276;30,124;0,0619
06.10.2009;279;30,0785;-0,0455
07.10.2009;280;29,8322;-0,2463
08.10.2009;281;29,7819;-0,0503
09.10.2009;282;29,6396;-0,1423
10.10.2009;283;29,609;-0,0306
13.10.2009;286;29,5945;-0,0145
14.10.2009;287;29,5043;-0,0902
15.10.2009;288;29,4651;-0,0392
16.10.2009;289;29,3206;-0,1445
17.10.2009;290;29,3281;0,0075
20.10.2009;293;29,3553;0,0272
21.10.2009;294;29,1911;-0,1642
22.10.2009;295;29,1641;-0,027
23.10.2009;296;29,0858;-0,0783
24.10.2009;297;29,0003;-0,0855
27.10.2009;300;28,9403;-0,06
28.10.2009;301;29,0184;0,0781
29.10.2009;302;29,1749;0,1565
30.10.2009;303;29,3441;0,1692
31.10.2009;304;29,0488;-0,2953
03.11.2009;307;29,1944;0,1456
04.11.2009;308;29,2337;0,0393
06.11.2009;310;29,133;-0,1007
07.11.2009;311;29,0156;-0,1174
10.11.2009;314;28,8497;-0,1659
11.11.2009;315;28,7391;-0,1106
12.11.2009;316;28,7007;-0,0384
13.11.2009;317;28,6701;-0,0306
14.11.2009;318;28,8345;0,1644
17.11.2009;321;28,6705;-0,164
18.11.2009;322;28,6768;0,0063
19.11.2009;323;28,7163;0,0395
20.11.2009;324;28,7459;0,0296
21.11.2009;325;28,8554;0,1095
24.11.2009;328;28,7986;-0,0568
25.11.2009;329;28,8481;0,0495
26.11.2009;330;28,7909;-0,0572
27.11.2009;331;28,8751;0,0842
28.11.2009;332;29,8179;0,9428
01.12.2009;335;29,0687;-0,7492
02.12.2009;336;29,1771;0,1084
03.12.2009;337;29,056;-0,1211
04.12.2009;338;29,2427;0,1867
05.12.2009;339;29,1979;-0,0448
08.12.2009;342;29,5221;0,3242
09.12.2009;343;30,1839;0,6618
10.12.2009;344;30,7562;0,5723
11.12.2009;345;30,6268;-0,1294
12.12.2009;346;30,2107;-0,4161
15.12.2009;349;30,0481;-0,1626
16.12.2009;350;30,0678;0,0197
17.12.2009;351;30,1978;0,13
18.12.2009;352;30,4392;0,2414
19.12.2009;353;30,7187;0,2795
22.12.2009;356;30,5529;-0,1658
23.12.2009;357;30,4439;-0,109
24.12.2009;358;30,5007;0,0568
25.12.2009;359;29,9292;-0,5715
26.12.2009;360;29,4266;-0,5026
29.12.2009;363;29,5952;0,1686
30.12.2009;364;29,8491;0,2539
31.12.2009;365;30,2442;0,3951
01.01.2010;366;30,1851;-0,0591
12.01.2010;377;29,4283;-0,7568
13.01.2010;378;29,3774;-0,0509
14.01.2010;379;29,6409;0,2635
15.01.2010;380;29,4299;-0,211
16.01.2010;381;29,5603;0,1304
19.01.2010;384;29,5963;0,036
20.01.2010;385;29,5184;-0,0779
21.01.2010;386;29,6941;0,1757
22.01.2010;387;29,7486;0,0545
23.01.2010;388;29,7458;-0,0028
26.01.2010;391;30,0946;0,3488
27.01.2010;392;30,3136;0,219
28.01.2010;393;30,2921;-0,0215
29.01.2010;394;30,3631;0,071
30.01.2010;395;30,4312;0,0681
02.02.2010;398;30,3996;-0,0316
03.02.2010;399;30,183;-0,2166
04.02.2010;400;29,8779;-0,3051
05.02.2010;401;30,0054;0,1275
06.02.2010;402;30,4666;0,4612
09.02.2010;405;30,5158;0,0492
10.02.2010;406;30,3735;-0,1423
11.02.2010;407;30,2462;-0,1273
12.02.2010;408;30,1245;-0,1217
13.02.2010;409;30,1595;0,035
16.02.2010;412;30,2207;0,0612
17.02.2010;413;30,1176;-0,1031
18.02.2010;414;29,9761;-0,1415
19.02.2010;415;30,1138;0,1377
20.02.2010;416;30,151;0,0372
25.02.2010;421;30,0309;-0,1201
26.02.2010;422;30,0521;0,0212
27.02.2010;423;30,0388;-0,0133
28.02.2010;424;29,9484;-0,0904
02.03.2010;426;29,93;-0,0184
03.03.2010;427;29,9779;0,0479
04.03.2010;428;29,814;-0,1639
05.03.2010;429;29,8217;0,0077
06.03.2010;430;29,8366;0,0149
10.03.2010;434;29,7499;-0,0867
11.03.2010;435;29,7249;-0,025
12.03.2010;436;29,5195;-0,2054
13.03.2010;437;29,3897;-0,1298
16.03.2010;440;29,3353;-0,0544
17.03.2010;441;29,4242;0,0889
18.03.2010;442;29,1927;-0,2315
19.03.2010;443;29,2223;0,0296
20.03.2010;444;29,2565;0,0342
23.03.2010;447;29,3389;0,0824
24.03.2010;448;29,4707;0,1318
25.03.2010;449;29,5764;0,1057
26.03.2010;450;29,6572;0,0808
27.03.2010;451;29,5142;-0,143
30.03.2010;454;29,6309;0,1167
31.03.2010;455;29,3638;-0,2671
01.04.2010;456;29,4956;0,1318
02.04.2010;457;29,4394;-0,0562
03.04.2010;458;29,2194;-0,22
06.04.2010;461;29,2097;-0,0097
07.04.2010;462;29,2416;0,0319
08.04.2010;463;29,294;0,0524
09.04.2010;464;29,4003;0,1063
10.04.2010;465;29,3232;-0,0771
13.04.2010;468;28,9428;-0,3804
14.04.2010;469;29,0294;0,0866
15.04.2010;470;29,0444;0,015
16.04.2010;471;28,931;-0,1134
17.04.2010;472;29,0325;0,1015
20.04.2010;475;29,1969;0,1644
21.04.2010;476;29,1381;-0,0588
22.04.2010;477;29,0906;-0,0475
23.04.2010;478;29,1288;0,0382
24.04.2010;479;29,2743;0,1455
27.04.2010;482;29,0882;-0,1861
28.04.2010;483;29,0623;-0,0259
29.04.2010;484;29,3801;0,3178
30.04.2010;485;29,2886;-0,0915
01.05.2010;486;29,1537;-0,1349
05.05.2010;490;29,2982;0,1445
06.05.2010;491;29,6812;0,383
07.05.2010;492;30,2971;0,6159
